Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean
Conservative Balanced,Fixed Income,Assa Abloy Ab,,,41735.0,0.0,,,AustralianSuper,0.00038213158047582243
Conservative Balanced,Fixed Income,Assura Financing PLC,,,48925.0,0.0,,,AustralianSuper,0.00044796424044038854
Conservative Balanced,Fixed Income,ASTM SpA,,,62412.0,0.0,,,AustralianSuper,0.0005714531256896377
Conservative Balanced,Fixed Income,Astrazeneca Finance LLC,,,322075.0,0.0,,,AustralianSuper,0.0029489643891637838
Conservative Balanced,Fixed Income,AstraZeneca PLC,,,67437.0,0.0,,,AustralianSuper,0.0006174627385299638
Conservative Balanced,Fixed Income,AT&T Inc,,,1397915.0,0.02,,,AustralianSuper,0.012799508046504355
Conservative Balanced,Fixed Income,Athene Global Funding,,,1704584.0,0.02,,,AustralianSuper,0.01560741291419191
Conservative Balanced,Fixed Income,Athene Holding Ltd,,,29018.0,0.0,,,AustralianSuper,0.0002656929244578272
Conservative Balanced,Fixed Income,Atmos Energy Corp,,,128838.0,0.0,,,AustralianSuper,0.0011796590048003836
Conservative Balanced,Fixed Income,Auckland International Airport Ltd,,,486181.0,0.01,,,AustralianSuper,0.0044515422050393156
Conservative Balanced,Fixed Income,Ausgrid Finance Pty Ltd,,,77216.0,0.0,,,AustralianSuper,0.0007070006497668889
Conservative Balanced,Fixed Income,AusNet Services Holdings Pty Ltd,,,2866922.0,0.04,,,AustralianSuper,0.02624994453003249
Conservative Balanced,Fixed Income,Australia & New Zealand Banking Group Ltd,,,95754082.0,1.35,,,AustralianSuper,0.8767379583484246
Conservative Balanced,Fixed Income,Australia & New Zealand Banking Group Ltd/New York NY,,,128897.0,0.0,,,AustralianSuper,0.001180199217170051
Conservative Balanced,Fixed Income,Australia Pacific Airports Melbourne Pty Ltd,,,1463219.0,0.02,,,AustralianSuper,0.013397440734449562
